using cpu device.
train epoch[17/20] loss:0.026
train epoch[17/20] loss:14.656
train epoch[17/20] loss:16.771
train epoch[17/20] loss:9.027
train epoch[17/20] loss:4.462
train epoch[17/20] loss:0.000
train epoch[17/20] loss:0.000
train epoch[17/20] loss:0.000
train epoch[17/20] loss:0.000
train epoch[17/20] loss:0.001
train epoch[17/20] loss:0.003
train epoch[17/20] loss:0.011
train epoch[17/20] loss:0.022
train epoch[17/20] loss:0.035
train epoch[17/20] loss:0.088
train epoch[17/20] loss:0.076
train epoch[18/20] loss:32.601
train epoch[18/20] loss:15.866
train epoch[18/20] loss:0.208
train epoch[18/20] loss:0.128
train epoch[18/20] loss:0.074
train epoch[18/20] loss:0.477
train epoch[18/20] loss:0.288
train epoch[18/20] loss:0.149
train epoch[18/20] loss:0.084
train epoch[18/20] loss:7.931
train epoch[18/20] loss:11.143
train epoch[18/20] loss:6.764
train epoch[18/20] loss:8.086
train epoch[18/20] loss:0.041
train epoch[18/20] loss:0.019
train epoch[18/20] loss:0.018
train epoch[18/20] loss:0.008
train epoch[18/20] loss:0.008
train epoch[18/20] loss:0.009
train epoch[18/20] loss:0.005
train epoch[18/20] loss:0.004
train epoch[18/20] loss:0.002
train epoch[18/20] loss:0.002
train epoch[18/20] loss:0.001
train epoch[19/20] loss:28.344
train epoch[19/20] loss:9.472
train epoch[19/20] loss:0.000
train epoch[19/20] loss:0.000
train epoch[19/20] loss:0.000
train epoch[19/20] loss:0.000
train epoch[19/20] loss:0.000
train epoch[19/20] loss:0.000
train epoch[19/20] loss:0.000
train epoch[19/20] loss:3.397
train epoch[19/20] loss:4.302
train epoch[19/20] loss:1.074
train epoch[19/20] loss:1.021
train epoch[19/20] loss:0.008
train epoch[19/20] loss:0.005
train epoch[19/20] loss:0.007
train epoch[19/20] loss:0.004
train epoch[19/20] loss:0.008
train epoch[19/20] loss:0.015
train epoch[19/20] loss:0.010
train epoch[19/20] loss:0.006
train epoch[19/20] loss:0.005
train epoch[19/20] loss:0.004
train epoch[19/20] loss:0.003
train epoch[20/20] loss:16.387
train epoch[20/20] loss:10.752
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.001
train epoch[20/20] loss:11.343
train epoch[20/20] loss:0.017
train epoch[20/20] loss:0.004
train epoch[20/20] loss:0.156
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.000
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.002
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.001
train epoch[20/20] loss:0.001
Finished Training
